InstanceID,EventNote,DateTimeStamp:,ResponseIDx,Respondent,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SessionBlockCount,TrialDirection,CareDirStart,CareDirEnd,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfResponse,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfChildResponse,ConfederateInteraction,ConfTrialNote,ConfSessionNote,IOAVideoName,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAChildResponse,IOAConfederateInteraction,IOATrialNote,IOASessionNote
5323y3y8fp,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:20:36-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,3,1.5,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
zom6it7q6a,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:22:07-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,4,2,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
zp2oqbs26n,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:23:44-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,5,2.5,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1_PO,1,Cited my own phone use,,,,,,,,,,,,,,,
3bjywc7ujz,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:25:17-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,6,3,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
xmwo3ksvlr,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:26:54-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,7,3.5,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1_PO,0,,,,,,,,,,,,,,,,
n6ug7xzlvn,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:28:26-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,8,4,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
sdpw089q9q,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:29:43-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,9,4.5,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
pzsi25ii78,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:31:29-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,10,5,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1_PO,1,Forgot blanket,,,,,,,,,,,,,,,
jauk391j4r,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:33:30-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,11,5.5,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1_PO,0,"Was a no comply, wasn't sure of task, she took it as a compliant",,,,,,,,,,,,,,,
a4knedjuvn,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:34:59-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1,12,6,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
59z28789f8,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:42:01-04:00,R_6oYpC4t8X0kXy1g,1_CONF,Case2,0_BL,0_AC,1,2,0.5,,,,,,,,,,,,,,1,1,0,1,1,,0,1,0,0_CO,1,Requested to have placement on floor,,,,,,,,,,,,,,,
jqtcx1bw9u,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:44:35-04:00,R_6SHwGFF8MoFNOD6,1_CONF,Case2,0_BL,1_SC,1,13,0.5,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
sv1ln9v67n,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:46:18-04:00,R_6SHwGFF8MoFNOD6,1_CONF,Case2,0_BL,1_SC,1,14,1,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,Should have been a no comply **Addressed 2024.09.16**,,,,,,,,,,,,,,,
ox85op7a90,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:47:31-04:00,R_6SHwGFF8MoFNOD6,1_CONF,Case2,0_BL,1_SC,1,15,1.5,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
vreldn5mvu,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:51:02-04:00,R_6SHwGFF8MoFNOD6,1_CONF,Case2,0_BL,1_SC,1,16,2,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
h1jnbdx1lz,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:52:49-04:00,R_71sPE0Gq1mnZ9cb,1_CONF,Case2,0_BL,0_AC,1,3,0.5,,,,,,,,,,,,,,1,1,0,1,1,,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
yq71aj4ndb,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:55:27-04:00,R_5qGyERqMXoxTCoh,1_CONF,Case2,0_BL,1_SC,1,17,0.5,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
tag1fa0kp1,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:56:51-04:00,R_5qGyERqMXoxTCoh,1_CONF,Case2,0_BL,1_SC,1,18,1,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,1,,,,,,,,,,,,,,,,
1lv6uae4sw,3.0_Conf_TX_SC_TrialComplete,2024-08-06T13:00:31-04:00,R_3tmvamyOaeoQzOp,1_CONF,Case2,0_BL,0_AC,1,4,0.5,,,,,,,,,,,,,,1,1,0,1,1,,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
j8lu5vx9rx,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:09:05-04:00,R_3sg5bxe1TFDhZiV,1_CONF,Case3,0_BL,0_AC,1,1,0.5,,,,,,,,,,,,,,1,0,0,0,1,,0,1,0,0_CO,1,Some smiles when the child took a moment,,,,,,,,,,,,,,,
zqh67kai1y,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:13:50-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,1,0.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0_CO,0,,,,,,,,,,,,,,,,
7o69hq0dlj,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:15:16-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,2,1,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1_PO,1,I said perfect at the end,,,,,,,,,,,,,,,
lgau2v904v,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:16:28-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,3,1.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
wieyal9grr,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:17:42-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,4,2,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
ceio20vzn7,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:18:58-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,5,2.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,0_CO,0,,,,,,,,,,,,,,,,
nuojvsrak4,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:20:16-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,6,3,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
vgsfvs23id,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:21:23-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,7,3.5,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
k81nionvca,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:22:38-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,8,4,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0_CO,1,Mentioned phone,,,,,,,,,,,,,,,
u0e61zeiap,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:23:49-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,9,4.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
rxji52j2gp,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:25:09-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,10,5,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
tz3akpx8zf,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:26:14-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,11,5.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
ay9xpkvfkq,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:27:32-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,12,6,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
dhz81nhvnu,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:28:58-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,13,6.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,0_CO,1,Joke about drawing,,,,,,,,,,,,,,,
v6h0qhxezv,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:30:17-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,14,7,,,,,,,,,,,,,,0,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
tfjkg475qi,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:31:31-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,15,7.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
nyhoddoted,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:32:31-04:00,R_1aMwBLZzFs77NOV,1_CONF,Case3,0_BL,1_SC,1,16,8,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
qr4b9h5rfk,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:36:59-04:00,R_6CWq7K3UxJC0mVy,1_CONF,Case3,0_BL,0_AC,1,2,0.5,,,,,,,,,,,,,,1,0,0,0,1,,0,0,0,0_CO,0,,,,,,,,,,,,,,,,
f7ylw8pinh,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:39:49-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1,17,0.5,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
305smus3na,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:41:21-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1,18,1,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
vx8357a2wu,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:42:38-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1,19,1.5,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
rpef5nl8ky,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:44:00-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1,20,2,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
2ahwij0p7v,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:45:11-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1,21,2.5,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0_CO,0,,,,,,,,,,,,,,,,
3he8tyx9gc,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:46:18-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1,22,3,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
w30gin0e3v,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:50:08-04:00,R_7YWAWGrlC7TJSst,1_CONF,Case3,0_BL,0_AC,1,3,0.5,,,,,,,,,,,,,,1,1,0,1,1,,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
xzuoviw1k5,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:52:05-04:00,R_6EnRY756TnRwnLE,1_CONF,Case3,0_BL,1_SC,1,23,0.5,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
9b4dhcqlci,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:53:27-04:00,R_6EnRY756TnRwnLE,1_CONF,Case3,0_BL,1_SC,1,24,1,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
rzwhywcd4l,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:54:29-04:00,R_6EnRY756TnRwnLE,1_CONF,Case3,0_BL,1_SC,1,25,1.5,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1_PO,0,,,,,,,,,,,,,,,,
0jiez2d4jx,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:55:58-04:00,R_6EnRY756TnRwnLE,1_CONF,Case3,0_BL,1_SC,1,26,2,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,0,0_CO,0,Blocks were in bin. Forgot,,,,,,,,,,,,,,,
irjdgx069j,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:58:13-04:00,R_3JUUsPLYEsKEOgJ,1_CONF,Case3,0_BL,0_AC,1,4,0.5,,,,,,,,,,,,,,0,1,0,0,0,,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
vws0jd4py3,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:36:05-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,1,0.5,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,1,Sent wrong guide. **Addressed 2024.09.16**,,,,,,,,,,,,,,,
40ak3djufz,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:37:24-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,2,1,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
8r6lv291ff,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:38:48-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,3,1.5,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
uhz6scvrcf,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:40:13-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,4,2,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
8wh84yaf60,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:41:15-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,5,2.5,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
yya54tly2x,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:42:45-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,6,3,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0_CO,0,,,,,,,,,,,,,,,,
wobjacr4f0,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:43:56-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,7,3.5,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,0,0_CO,0,,,,,,,,,,,,,,,,
e9j5fp5vc9,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:45:12-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,8,4,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
xb5ofe84wo,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:46:20-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,9,4.5,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
7e9kq33mlo,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:47:37-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,10,5,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,0,0_CO,0,,,,,,,,,,,,,,,,
x6snutud2j,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:48:46-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,11,5.5,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
265y3yc7ii,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:49:52-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,12,6,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0_CO,0,,,,,,,,,,,,,,,,
thoyygpc64,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:51:45-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,13,6.5,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0_CO,0,,,,,,,,,,,,,,,,
e9jw781c6q,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:52:50-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,14,7,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
ghmv00nmh9,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:54:16-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,15,7.5,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,
nqzlgfxx1e,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:55:18-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,16,8,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
9u24ug994x,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:56:24-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,17,8.5,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0_CO,0,,,,,,,,,,,,,,,,
m8uvqwnkrw,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:57:25-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,18,9,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,
aucaxt5gqq,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:59:28-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,19,9.5,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,0_CO,1,Identified use of task specific,,,,,,,,,,,,,,,
g1p4exdh69,3.0_Conf_TX_SC_TrialComplete,2024-08-07T10:00:33-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,20,10,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0_CO,1,I complied **Addressed 2024.09.16**,,,,,,,,,,,,,,,
